Code,Info,Hospital Outpatient Price
23420,"Reconstruction of complete shoulder (rotator) cuff avulsion, chronic (includes acromioplasty) (23420)","$1,556"
23430,Tenodesis of long tendon of biceps (23430),"$1,511"
23440,Resection or transplantation of long tendon of biceps (23440),"$1,513"
23450,"Capsulorrhaphy, anterior; putti-platt procedure or magnuson type operation (23450)","$1,550"
23455,"Capsulorrhaphy, anterior; with labral repair (eg, bankart procedure) (23455)","$1,558"
23460,"Capsulorrhaphy, anterior, any type; with bone block (23460)","$1,578"
23462,"Capsulorrhaphy, anterior, any type; with coracoid process transfer (23462)","$1,574"
23465,"Capsulorrhaphy, glenohumeral joint, posterior, with or without bone block (23465)","$1,584"
23466,"Capsulorrhaphy, glenohumeral joint, any type multidirectional instability (23466)","$1,585"
23470,"Arthroplasty, glenohumeral joint; hemiarthroplasty (23470)","$1,868"
23472,"Arthroplasty, glenohumeral joint; total shoulder (glenoid and proximal humeral replacement (eg, total shoulder)) (23472)",$null
23480,"Osteotomy, clavicle, with or without internal fixation; with bone graft for nonunion or malunion (includes obtaining graft and/or necessary fixation) (23485)
Osteotomy, clavicle, with or without internal fixation; (23480)","$1,526"
23485,"Osteotomy, clavicle, with or without internal fixation; with bone graft for nonunion or malunion (includes obtaining graft and/or necessary fixation) (23485)","$1,820"
23490,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate; clavicle (23490)","$1,533"
23491,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate; proximal humerus (23491)","$1,833"
23500,Closed treatment of clavicular fracture; without manipulation (23500),$91
23505,Closed treatment of clavicular fracture; with manipulation (23505),$374
23515,"Open treatment of clavicular fracture, includes internal fixation, when performed (23515)","$1,506"
23520,Closed treatment of sternoclavicular dislocation; without manipulation (23520),$355
23525,Closed treatment of sternoclavicular dislocation; with manipulation (23525),$118
23530,"Open treatment of sternoclavicular dislocation, acute or chronic; (23530)","$1,478"
23532,"Open treatment of sternoclavicular dislocation, acute or chronic; with fascial graft (includes obtaining graft) (23532)","$1,488"
23540,Closed treatment of acromioclavicular dislocation; without manipulation (23540),$92
23545,Closed treatment of acromioclavicular dislocation; with manipulation (23545),$110
23550,"Open treatment of acromioclavicular dislocation, acute or chronic; (23550)","$1,477"
23552,"Open treatment of acromioclavicular dislocation, acute or chronic; with fascial graft (includes obtaining graft) (23552)","$1,492"
23570,Closed treatment of scapular fracture; without manipulation (23570),$93
23575,"Closed treatment of scapular fracture; with manipulation, with or without skeletal traction (with or without shoulder joint involvement) (23575)",$383
23585,"Open treatment of scapular fracture (body, glenoid or acromion) includes internal fixation, when performed (23585)",$null
23600,Closed treatment of proximal humeral (surgical or anatomical neck) fracture; without manipulation (23600),$108
23605,"Closed treatment of proximal humeral (surgical or anatomical neck) fracture; with manipulation, with or without skeletal traction (23605)",$392
23615,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed; (23615)","$1,807"
23616,"Open treatment of proximal humeral (surgical or anatomical neck) fracture, includes internal fixation, when performed, includes repair of tuberosity(s), when performed; with proximal humeral prosthetic replacement (23616)",$null
23620,Closed treatment of greater humeral tuberosity fracture; without manipulation (23620),$97
23625,Closed treatment of greater humeral tuberosity fracture; with manipulation (23625),$378
23630,"Open treatment of greater humeral tuberosity fracture, includes internal fixation, when performed (23630)","$1,518"
23650,"Closed treatment of shoulder dislocation, with manipulation; without anesthesia (23650)",$null
23655,"Closed treatment of shoulder dislocation, with manipulation; requiring anesthesia (23655)",$388
23660,Open treatment of acute shoulder dislocation (23660),"$1,480"
23665,"Closed treatment of shoulder dislocation, with fracture of greater humeral tuberosity, with manipulation (23665)",$387
23670,"Open treatment of shoulder dislocation, with fracture of greater humeral tuberosity, includes internal fixation, when performed (23670)",$null
23675,"Closed treatment of shoulder dislocation, with surgical or anatomical neck fracture, with manipulation (23675)",$407
23680,"Open treatment of shoulder dislocation, with surgical or anatomical neck fracture, includes internal fixation, when performed (23680)","$1,814"
23700,"Manipulation under anesthesia, shoulder joint, including application of fixation apparatus (dislocation excluded) (23700)",$345
23800,"Arthrodesis, glenohumeral joint; (23800)",$null
23802,"Arthrodesis, glenohumeral joint; with autogenous graft (includes obtaining graft) (23802)",$null
23921,Disarticulation of shoulder; secondary closure or scar revision (23921),$441
23930,"Incision and drainage, upper arm or elbow area; deep abscess or hematoma (23930)",$583
23931,"Incision and drainage, upper arm or elbow area; bursa (23931)",$340
23935,"Incision and drainage, upper arm or elbow area; deep abscess or hematoma (23930)
Incision and drainage, upper arm or elbow area; bursa (23931)
Incision, deep, with opening of bone cortex (eg, for osteomyelitis or bone abscess), humerus or elbow (23935)",$719
24000,"Arthrotomy, elbow, including exploration, drainage, or removal of foreign body (24000)",$712
24006,"Arthrotomy of the elbow, with capsular excision for capsular release (separate procedure) (24006)",$758
24065,"Biopsy, soft tissue of upper arm or elbow area; superficial (24065)",
24066,"Biopsy, soft tissue of upper arm or elbow area; deep (subfascial or intramuscular) (24066)",$625
24071,"Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous; 3 cm or greater (24071)",$621
24073,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular); 5 cm or greater (24073)",$678
24075,"Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous; less than 3 cm (24075)",$373
24076,"Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular); less than 5 cm (24076)",$649
24077,"Radical resection of tumor (eg, sarcoma), soft tissue of upper arm or elbow area; less than 5 cm (24077)",$743
24079,"Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous; 3 cm or greater (24071)
Excision, tumor, soft tissue of upper arm or elbow area, subcutaneous; less than 3 cm (24075)
Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular); less than 5 cm (24076)
Excision, tumor, soft tissue of upper arm or elbow area, subfascial (eg, intramuscular); 5 cm or greater (24073)
Radical resection of tumor (eg, sarcoma), soft tissue of upper arm or elbow area; 5 cm or greater (24079)
Radical resection of tumor (eg, sarcoma), soft tissue of upper arm or elbow area; less than 5 cm (24077)",$802
24100,"Arthrotomy, elbow; with synovial biopsy only (24100)",$700
24101,"Arthrotomy, elbow; with joint exploration, with or without biopsy, with or without removal of loose or foreign body (24101)",$716
24102,"Arthrotomy, elbow; with synovectomy (24102)",$739
24105,"Excision, olecranon bursa (24105)
Excision of parotid tumor or parotid gland; lateral lobe, without nerve dissection (42410)
Arthrotomy, elbow; with joint exploration, with or without biopsy, with or without removal of loose or foreign body (24101)
Arthrotomy, elbow; with synovectomy (24102)
Arthrotomy, elbow; with synovial biopsy only (24100)",$688
24110,"Excision or curettage of bone cyst or benign tumor, humerus; (24110)",$734
24115,"Excision or curettage of bone cyst or benign tumor, humerus; with autograft (includes obtaining graft) (24115)","$1,510"
24116,"Excision or curettage of bone cyst or benign tumor, humerus; (24110)
Excision or curettage of bone cyst or benign tumor, humerus; with allograft (24116)
Excision or curettage of bone cyst or benign tumor, humerus; with autograft (includes obtaining graft) (24115)","$1,533"
24120,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; (24120),$722
24125,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; with autograft (includes obtaining graft) (24125),$740
24126,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; with allograft (24126),$null
24130,"Excision, radial head (24130)",$718
24134,"Sequestrectomy (eg, for osteomyelitis or bone abscess), shaft or distal humerus (24134)","$1,511"
24136,"Sequestrectomy (eg, for osteomyelitis or bone abscess), radial head or neck (24136)",$742
24138,"Sequestrectomy (eg, for osteomyelitis or bone abscess), olecranon process (24138)","$1,500"
24140,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis), humerus (24140)",$756
24145,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis), humerus (24140)","$1,481"
24147,"Partial excision (craterization, saucerization, or diaphysectomy) bone (eg, osteomyelitis), olecranon process (24147)",$741
24149,"Radical resection of capsule, soft tissue, and heterotopic bone, elbow, with contracture release (separate procedure) (24149)","$1,597"
24150,"Radical resection of capsule, soft tissue, and heterotopic bone, elbow, with contracture release (separate procedure) (24149)",$null
24152,"Radical resection of tumor, radial head or neck (24152)","$1,627"
24155,Resection of elbow joint (arthrectomy) (24155),$null
24160,"Removal of prosthesis, includes debridement and synovectomy when performed; humeral and ulnar components (24160)",$864
24164,"Removal of prosthesis, includes debridement and synovectomy when performed; radial head (24164)",$null
24200,"Removal of foreign body, upper arm or elbow area; subcutaneous (24200)",
24201,"Removal of foreign body, upper arm or elbow area; subcutaneous (24200)",$621
24300,"Manipulation, elbow, under anesthesia (24300)",$394
24301,"Muscle or tendon transfer, any type, upper arm or elbow, single (excluding 24320-24331) (24301)","$1,512"
24305,"Tendon lengthening, upper arm or elbow, each tendon (24305)",$732
24310,"Tenotomy, open, elbow to shoulder, each tendon (24310)",$null
24320,"Muscle or tendon transfer, any type, upper arm or elbow, single (excluding 24320-24331) (24301)
Manipulation, elbow, under anesthesia (24300)
Tenoplasty, with muscle transfer, with or without free graft, elbow to shoulder, single (seddon-brookes type procedure) (24320)","$1,518"
24330,"Flexor-plasty, elbow (eg, steindler type advancement); (24330)","$1,506"
24331,"Muscle or tendon transfer, any type, upper arm or elbow, single (excluding 24320-24331) (24301)
Manipulation, elbow, under anesthesia (24300)
Flexor-plasty, elbow (eg, steindler type advancement); with extensor advancement (24331)","$1,519"
24332,"Tenolysis, triceps (24332)",$null
24340,Tenodesis of biceps tendon at elbow (separate procedure) (24340),"$1,482"
24341,"Repair, tendon or muscle, upper arm or elbow, each tendon or muscle, primary or secondary (excludes rotator cuff) (24341)","$1,512"
24342,"Reinsertion of ruptured biceps or triceps tendon, distal, with or without tendon graft (24342)","$1,516"
24343,"Repair lateral collateral ligament, elbow, with local tissue (24343)",$758
24344,"Reconstruction lateral collateral ligament, elbow, with tendon graft (includes harvesting of graft) (24344)","$1,582"
24345,"Repair medial collateral ligament, elbow, with local tissue (24345)","$1,505"
24346,"Reconstruction medial collateral ligament, elbow, with tendon graft (includes harvesting of graft) (24346)","$1,851"
24357,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); percutaneous (24357)",$699
24358,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); debridement, soft tissue and/or bone, open (24358)",$722
24359,"Tenotomy, elbow, lateral or medial (eg, epicondylitis, tennis elbow, golfer's elbow); debridement, soft tissue and/or bone, open with tendon repair or reattachment (24359)",$748
24360,"Arthroplasty, elbow; with membrane (eg, fascial) (24360)","$1,542"
24361,"Arthroplasty, elbow; with distal humeral prosthetic replacement (24361)","$1,831"
24362,"Arthroplasty, elbow; with implant and fascia lata ligament reconstruction (24362)","$1,842"
24363,"Arthroplasty, elbow; with distal humerus and proximal ulnar prosthetic replacement (eg, total elbow) (24363)","$1,917"
24365,"Arthroplasty, radial head; (24365)",$null
24366,"Arthroplasty, radial head; with implant (24366)","$1,767"
24370,"Revision of total elbow arthroplasty, including allograft when performed; humeral or ulnar component (24370)","$1,934"
24371,"Revision of total elbow arthroplasty, including allograft when performed; humeral and ulnar component (24371)","$1,979"
24400,"Osteotomy, humerus, with or without internal fixation (24400)","$1,527"
24410,"Multiple osteotomies with realignment on intramedullary rod, humeral shaft (sofield type procedure) (24410)","$1,841"
24420,"Osteoplasty, humerus (eg, shortening or lengthening) (excluding 64876) (24420)","$1,573"
24430,"Repair of nonunion or malunion, humerus; without graft (eg, compression technique) (24430)",$null
24435,"Repair of nonunion or malunion, humerus; with iliac or other autograft (includes obtaining graft) (24435)","$1,846"
24470,"Hemiepiphyseal arrest (eg, cubitus varus or valgus, distal humerus) (24470)",$750
24495,"Decompression fasciotomy, forearm, with brachial artery exploration (24495)","$1,545"
24498,"Prophylactic treatment (nailing, pinning, plating or wiring), with or without methylmethacrylate, humeral shaft (24498)","$1,804"
24500,Closed treatment of humeral shaft fracture; without manipulation (24500),$112
24505,"Closed treatment of humeral shaft fracture; with manipulation, with or without skeletal traction (24505)",$397
24515,"Open treatment of humeral shaft fracture with plate/screws, with or without cerclage (24515)","$1,806"
24516,"Treatment of humeral shaft fracture, with insertion of intramedullary implant, with or without cerclage and/or locking screws (24516)","$1,802"
24530,"Closed treatment of supracondylar or transcondylar humeral fracture, with or without intercondylar extension; without manipulation (24530)",$115
24535,"Closed treatment of supracondylar or transcondylar humeral fracture, with or without intercondylar extension; with manipulation, with or without skin or skeletal traction (24535)",$421
24538,"Percutaneous skeletal fixation of supracondylar or transcondylar humeral fracture, with or without intercondylar extension (24538)","$1,520"
24545,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed; without intercondylar extension (24545)","$1,816"
24546,"Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed; with intercondylar extension (24546)","$1,837"
24560,"Closed treatment of humeral epicondylar fracture, medial or lateral; without manipulation (24560)",$104
24565,"Closed treatment of humeral epicondylar fracture, medial or lateral; with manipulation (24565)",$406
24566,"Closed treatment of humeral epicondylar fracture, medial or lateral; with manipulation (24565)
Percutaneous skeletal fixation of humeral epicondylar fracture, medial or lateral, with manipulation (24566)
Closed treatment of humeral epicondylar fracture, medial or lateral; without manipulation (24560)",$450
24575,"Open treatment of humeral epicondylar fracture, medial or lateral, includes internal fixation, when performed (24575)","$1,778"
24576,"Closed treatment of humeral condylar fracture, medial or lateral; without manipulation (24576)",$108
24577,"Closed treatment of humeral condylar fracture, medial or lateral; with manipulation (24577)",$408
24579,"Open treatment of humeral condylar fracture, medial or lateral, includes internal fixation, when performed (24579)","$1,798"
24582,"Percutaneous skeletal fixation of humeral condylar fracture, medial or lateral, with manipulation (24582)","$1,526"
24586,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius); (24586),"$1,846"
24587,Open treatment of periarticular fracture and/or dislocation of the elbow (fracture distal humerus and proximal ulna and/or proximal radius); with implant arthroplasty (24587),$null
24600,Treatment of closed elbow dislocation; without anesthesia (24600),$113
24605,Treatment of closed elbow dislocation; requiring anesthesia (24605),$402
24615,Open treatment of acute or chronic elbow dislocation (24615),"$1,505"
24620,"Closed treatment of monteggia type of fracture dislocation at elbow (fracture proximal end of ulna with dislocation of radial head), with manipulation (24620)",$424
24635,"Open treatment of monteggia type of fracture dislocation at elbow (fracture proximal end of ulna with dislocation of radial head), includes internal fixation, when performed (24635)","$1,497"
24640,"Closed treatment of radial head subluxation in child, nursemaid elbow, with manipulation (24640)",$59
24650,Closed treatment of radial head or neck fracture; without manipulation (24650),$94
24655,Closed treatment of radial head or neck fracture; with manipulation (24655),$388
24665,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed; (24665)",$null
24666,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed; with radial head prosthetic replacement (24666)","$1,777"
24670,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); without manipulation (24670)",$99
24675,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); with manipulation (24675)",$390
24685,"Open treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]), includes internal fixation, when performed (24685)","$1,493"
24800,"Arthrodesis, elbow joint; local (24800)","$1,528"
24802,"Arthrodesis, elbow joint; with autogenous graft (includes obtaining graft) (24802)","$1,830"
24920,"Amputation, arm through humerus; secondary closure or scar revision (24925)",$null
24925,"Amputation, arm through humerus; secondary closure or scar revision (24925)",$730
25000,"Incision, extensor tendon sheath, wrist (eg, de quervains disease) (25000)",$375
25001,"Incision, flexor tendon sheath, wrist (eg, flexor carpi radialis) (25001)",$686
25020,"Decompression fasciotomy, forearm and/or wrist, flexor or extensor compartment; without debridement of nonviable muscle and/or nerve (25020)",$452
25023,"Decompression fasciotomy, forearm and/or wrist, flexor or extensor compartment; with debridement of nonviable muscle and/or nerve (25023)",$875
25024,"Decompression fasciotomy, forearm and/or wrist, flexor and extensor compartment; without debridement of nonviable muscle and/or nerve (25024)",$771
25025,"Decompression fasciotomy, forearm and/or wrist, flexor and extensor compartment; with debridement of nonviable muscle and/or nerve (25025)",$548
25028,"Incision and drainage, forearm and/or wrist; deep abscess or hematoma (25028)",$753
25031,"Incision and drainage, forearm and/or wrist; bursa (25031)",$380
25035,"Incision, deep, bone cortex, forearm and/or wrist (eg, osteomyelitis or bone abscess) (25035)","$1,481"
25040,"Arthrotomy, radiocarpal or midcarpal joint, with exploration, drainage, or removal of foreign body (25040)",$727
25065,"Biopsy, soft tissue of forearm and/or wrist; superficial (25065)",
25066,"Biopsy, soft tissue of forearm and/or wrist; deep (subfascial or intramuscular) (25066)",$614
25071,"Excision, tumor, soft tissue of forearm and/or wrist area, subcutaneous; 3 cm or greater (25071)",$392
25073,"Excision, tumor, soft tissue of forearm and/or wrist area, subfascial (eg, intramuscular); 3 cm or greater (25073)",$647
25075,"Excision, tumor, soft tissue of forearm and/or wrist area, subcutaneous; less than 3 cm (25075)",$371
25076,"Excision, tumor, soft tissue of forearm and/or wrist area, subfascial (eg, intramuscular); less than 3 cm (25076)",$null
25077,"Radical resection of tumor (eg, sarcoma), soft tissue of forearm and/or wrist area; less than 3 cm (25077)",$null
25078,"Radical resection of tumor (eg, sarcoma), soft tissue of forearm and/or wrist area; 3 cm or greater (25078)",$771
25085,"Capsulotomy, wrist (eg, contracture) (25085)",$null
25100,"Arthrotomy, wrist joint; with biopsy (25100)",$686
25101,"Arthrotomy, wrist joint; with joint exploration, with or without biopsy, with or without removal of loose or foreign body (25101)",$697
25105,"Arthrotomy, wrist joint; with synovectomy (25105)",$713
25107,"Arthrotomy, distal radioulnar joint including repair of triangular cartilage, complex (25107)",$739
25109,"Excision of tendon, forearm and/or wrist, flexor or extensor, each (25109)",$null
25110,"Excision, lesion of tendon sheath, forearm and/or wrist (25110)",$375
25111,"Excision of ganglion, wrist (dorsal or volar); primary (25111)",$371
25112,"Excision of ganglion, wrist (dorsal or volar); recurrent (25112)",$384
25115,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, tbc, or other granulomas, rheumatoid arthritis); flexors (25115)",$457
25116,"Radical excision of bursa, synovia of wrist, or forearm tendon sheaths (eg, tenosynovitis, fungus, tbc, or other granulomas, rheumatoid arthritis); extensors, with or without transposition of dorsal retinaculum (25116)",$737
25118,"Synovectomy, extensor tendon sheath, wrist, single compartment; (25118)",$383
25119,"Synovectomy, extensor tendon sheath, wrist, single compartment; with resection of distal ulna (25119)",$716
25120,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); (25120),$716
25125,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with autograft (includes obtaining graft) (25125),$425
25126,Excision or curettage of bone cyst or benign tumor of radius or ulna (excluding head or neck of radius and olecranon process); with allograft (25126),$736
25130,Excision or curettage of bone cyst or benign tumor of carpal bones; (25130),$706
25135,Excision or curettage of bone cyst or benign tumor of carpal bones; with autograft (includes obtaining graft) (25135),"$1,475"
25136,Excision or curettage of bone cyst or benign tumor of carpal bones; with allograft (25136),"$1,463"
25145,"Sequestrectomy (eg, for osteomyelitis or bone abscess), forearm and/or wrist (25145)",$720
25150,"Partial excision (craterization, saucerization, or diaphysectomy) of bone (eg, for osteomyelitis); ulna (25150)",$729
25151,"Partial excision (craterization, saucerization, or diaphysectomy) of bone (eg, for osteomyelitis); radius (25151)",$732
25210,"Carpectomy; 1 bone (25210)
Carpectomy; all bones of proximal row (25215)",$715
25215,Carpectomy; all bones of proximal row (25215),$739
25230,Radial styloidectomy (separate procedure) (25230),$703
25240,"Excision distal ulna partial or complete (eg, darrach type or matched resection) (25240)",$702
25248,"Exploration with removal of deep foreign body, forearm or wrist (25248)",$391
25250,Removal of wrist prosthesis; (separate procedure) (25250),$null
25251,"Removal of wrist prosthesis; complicated, including total wrist (25251)",$null
25259,"Manipulation, wrist, under anesthesia (25259)",$393
25260,"Repair, tendon or muscle, flexor, forearm and/or wrist; primary, single, each tendon or muscle (25260)",$743
25263,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, single, each tendon or muscle (25263)","$1,490"
25265,"Repair, tendon or muscle, flexor, forearm and/or wrist; secondary, with free graft (includes obtaining graft), each tendon or muscle (25265)",$766
25270,"Repair, tendon or muscle, extensor, forearm and/or wrist; primary, single, each tendon or muscle (25270)",$715
25272,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, single, each tendon or muscle (25272)",$728
25274,"Repair, tendon or muscle, extensor, forearm and/or wrist; secondary, with free graft (includes obtaining graft), each tendon or muscle (25274)",$null
25275,"Repair, tendon sheath, extensor, forearm and/or wrist, with free graft (includes obtaining graft) (eg, for extensor carpi ulnaris subluxation) (25275)",$750
25280,"Lengthening or shortening of flexor or extensor tendon, forearm and/or wrist, single, each tendon (25280)",$729
25290,"Tenotomy, open, flexor or extensor tendon, forearm and/or wrist, single, each tendon (25290)",$703
25295,"Tenolysis, flexor or extensor tendon, forearm and/or wrist, single, each tendon (25295)",$721
25300,Tenodesis at wrist; flexors of fingers (25300),$753
25301,Tenodesis at wrist; extensors of fingers (25301),$744
25310,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; each tendon (25310)",$740
25312,"Tendon transplantation or transfer, flexor or extensor, forearm and/or wrist, single; with tendon graft(s) (includes obtaining graft), each tendon (25312)",$759
25315,"Flexor origin slide (eg, for cerebral palsy, volkmann contracture), forearm and/or wrist; (25315)","$1,516"
25316,"Flexor origin slide (eg, for cerebral palsy, volkmann contracture), forearm and/or wrist; with tendon(s) transfer (25316)","$1,544"
25320,"Capsulorrhaphy or reconstruction, wrist, open (eg, capsulodesis, ligament repair, tendon transfer or graft) (includes synovectomy, capsulotomy and open reduction) for carpal instability (25320)","$1,560"
25332,"Arthroplasty, wrist, with or without interposition, with or without external or internal fixation (25332)",$784
25335,"Centralization of wrist on ulna (eg, radial club hand) (25335)",$803
25337,"Reconstruction for stabilization of unstable distal ulna or distal radioulnar joint, secondary by soft tissue stabilization (eg, tendon transfer, tendon graft or weave, or tenodesis) with or without open reduction of distal radioulnar joint (25337)","$1,539"
25350,"Osteotomy, radius; distal third (25350)","$1,497"
25355,"Osteotomy, radius; middle or proximal third (25355)",$768
25360,Osteotomy; ulna (25360),"$1,494"
25365,Osteotomy; radius and ulna (25365),"$1,814"
25370,"Multiple osteotomies, with realignment on intramedullary rod (sofield type procedure); radius or ulna (25370)",$816
25375,"Multiple osteotomies, with realignment on intramedullary rod (sofield type procedure); radius and ulna (25375)",$805
25390,"Osteoplasty, radius or ulna; shortening (25390)","$1,515"
25391,"Osteoplasty, radius or ulna; lengthening with autograft (25391)","$1,829"
25392,"Osteoplasty, radius and ulna; shortening (excluding 64876) (25392)","$1,563"
25393,"Osteoplasty, radius and ulna; lengthening with autograft (25393)","$1,586"
25394,"Osteoplasty, carpal bone, shortening (25394)",$772
25400,"Repair of nonunion or malunion, radius or ulna; without graft (eg, compression technique) (25400)","$1,522"
25405,"Repair of nonunion or malunion, radius or ulna; with autograft (includes obtaining graft) (25405)","$1,568"
25415,"Repair of nonunion or malunion, radius and ulna; without graft (eg, compression technique) (25415)","$1,554"
25420,"Repair of nonunion or malunion, radius and ulna; with autograft (includes obtaining graft) (25420)","$1,593"
25425,Repair of defect with autograft; radius or ulna (25425),"$1,554"
25426,Repair of defect with autograft; radius and ulna (25426),$838
25430,"Insertion of vascular pedicle into carpal bone (eg, hori procedure) (25430)",$762
25431,"Repair of nonunion of carpal bone (excluding carpal scaphoid (navicular)) (includes obtaining graft and necessary fixation), each bone (25431)","$1,519"
25440,"Repair of nonunion, scaphoid carpal (navicular) bone, with or without radial styloidectomy (includes obtaining graft and necessary fixation) (25440)","$1,516"
25441,Arthroplasty with prosthetic replacement; distal radius (25441),"$1,818"
25442,Arthroplasty with prosthetic replacement; distal ulna (25442),"$1,792"
25443,Arthroplasty with prosthetic replacement; scaphoid carpal (navicular) (25443),"$1,519"
25444,Arthroplasty with prosthetic replacement; lunate (25444),"$1,795"
25445,Arthroplasty with prosthetic replacement; trapezium (25445),$null
25446,Arthroplasty with prosthetic replacement; distal radius and partial or entire carpus (total wrist) (25446),"$1,863"
25447,"Arthroplasty, interposition, intercarpal or carpometacarpal joints (25447)",$781
25449,"Revision of arthroplasty, including removal of implant, wrist joint (25449)","$1,567"
25450,Epiphyseal arrest by epiphysiodesis or stapling; distal radius or ulna (25450),$739
25455,Epiphyseal arrest by epiphysiodesis or stapling; distal radius and ulna (25455),$761
25490,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate; radius (25490)","$1,506"
25491,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate; ulna (25491)","$1,779"
25492,"Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate; radius and ulna (25492)",$796
25500,Closed treatment of radial shaft fracture; without manipulation (25500),$97
25505,Closed treatment of radial shaft fracture; with manipulation (25505),$399
25515,"Open treatment of radial shaft fracture, includes internal fixation, when performed (25515)","$1,497"
25520,Closed treatment of radial shaft fracture and closed treatment of dislocation of distal radioulnar joint (galeazzi fracture/dislocation) (25520),$416
25525,"Open treatment of radial shaft fracture, includes internal fixation, when performed, and closed treatment of distal radioulnar joint dislocation (galeazzi fracture/ dislocation), includes percutaneous skeletal fixation, when performed (25525)","$1,520"
25526,"Open treatment of radial shaft fracture, includes internal fixation, when performed, and open treatment of distal radioulnar joint dislocation (galeazzi fracture/ dislocation), includes internal fixation, when performed, includes repair of triangular fibrocartilage complex (25526)","$1,553"
25530,Closed treatment of ulnar shaft fracture; without manipulation (25530),$94
25535,Closed treatment of ulnar shaft fracture; with manipulation (25535),$136
25545,"Open treatment of ulnar shaft fracture, includes internal fixation, when performed (25545)","$1,488"
25560,Closed treatment of radial and ulnar shaft fractures; without manipulation (25560),$97
25565,Closed treatment of radial and ulnar shaft fractures; with manipulation (25565),$null
25574,"Open treatment of radial and ulnar shaft fractures, with internal fixation, when performed; of radius or ulna (25574)","$1,498"
25575,"Open treatment of radial and ulnar shaft fractures, with internal fixation, when performed; of radius and ulna (25575)","$1,542"
25600,"Closed treatment of distal radial fracture (eg, colles or smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; without manipulation (25600)",$110
25605,"Closed treatment of distal radial fracture (eg, colles or smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation (25605)",$null
25606,Percutaneous skeletal fixation of distal radial fracture or epiphyseal separation (25606),$750
25607,"Open treatment of distal radial extra-articular fracture or epiphyseal separation, with internal fixation (25607)","$1,511"
25608,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 2 fragments (25608),"$1,528"
25609,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments (25609),"$1,572"
25622,Closed treatment of carpal scaphoid (navicular) fracture; without manipulation (25622),$102
25624,Closed treatment of carpal scaphoid (navicular) fracture; with manipulation (25624),$396
25628,"Open treatment of carpal scaphoid (navicular) fracture, includes internal fixation, when performed (25628)","$1,506"
25630,"Closed treatment of carpal bone fracture (excluding carpal scaphoid [navicular]); without manipulation, each bone (25630)",$102
25635,"Closed treatment of carpal bone fracture (excluding carpal scaphoid [navicular]); with manipulation, each bone (25635)",$392
25645,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone (25645)",$730
25650,No Information Found,$106
25651,Percutaneous skeletal fixation of ulnar styloid fracture (25651),$714
25652,Open treatment of ulnar styloid fracture (25652),"$1,487"
25660,"Closed treatment of radiocarpal or intercarpal dislocation, 1 or more bones, with manipulation (25660)",$135
